Date,Close,SMA_10,SMA_50,Signal,Position,Returns,Strategy_Returns
2021-02-09,7825.09052926565,6976.050797703194,,0,0.0,0.026759365225690113,0.0
2021-02-10,8039.859860865558,7172.529010765272,,0,0.0,0.027446242416835576,0.0
2021-02-11,8243.287226489358,7365.64540402071,,0,0.0,0.025302352173324882,0.0
2021-02-12,8440.974260841593,7558.557495160849,,0,0.0,0.023981577848819713,0.0
2021-02-13,8634.952186929808,7752.982800767719,,0,0.0,0.022980513871259545,0.0
2021-02-14,8805.38174712246,7942.805972569649,,0,0.0,0.01973717474088854,0.0
2021-02-15,8990.984862954565,8133.631143254733,,0,0.0,0.021078372427494108,0.0
2021-02-16,9181.77208753537,8323.117309207886,,0,0.0,0.021219836034526374,0.0
2021-02-17,9402.914532059747,8518.637059861238,,0,0.0,0.024084941601260956,0.0
2021-02-18,9609.786897851116,8717.500419191523,,0,0.0,0.022000876971286498,0.0
2021-02-19,9774.526094743862,8912.443975739343,5034.294197887419,1,1.0,0.017142856407105445,0.0
2021-02-20,9981.007774131758,9106.558767065962,5229.715667708849,1,0.0,0.02112446960461134,0.02112446960461134
2021-02-21,10173.306128523433,9299.56065726937,5425.038410338582,1,0.0,0.019266426671870063,0.019266426671870063
2021-02-22,10359.767688517311,9491.440000036942,5619.831308752951,1,0.0,0.018328511659654767,0.018328511659654767
2021-02-23,10572.00121429413,9685.144902773374,5814.2596657402955,1,0.0,0.020486320944441472,0.020486320944441472
2021-02-24,10792.62120474405,9883.868848535534,6009.194083886526,1,0.0,0.02086832814128181,0.02086832814128181
2021-02-25,11011.246807126374,10085.895042952714,6204.594668863183,1,0.0,0.02025695132209626,0.02025695132209626
2021-02-26,11194.46245666192,10287.164079865372,6399.027881704347,1,0.0,0.016638955855296178,0.016638955855296178
2021-02-27,11388.278209144895,10485.700447573885,6593.030435703511,1,0.0,0.017313538120593996,0.017313538120593996
2021-02-28,11594.903477772968,10684.21210556607,6787.353284829609,1,0.0,0.01814367938975625,0.01814367938975625
2021-03-01,11814.414380315417,10888.200934123226,6981.849327989123,1,0.0,0.018931671398838557,0.018931671398838557
2021-03-02,12004.830895558507,11090.5832462659,7176.339068530623,1,0.0,0.01611730460041705,0.01611730460041705
2021-03-03,12201.117716025232,11293.36440501608,7370.940837382885,1,0.0,0.01635065268094249,0.01635065268094249
2021-03-04,12378.991016545113,11495.28673781886,7565.003287336921,1,0.0,0.014578443111507466,0.014578443111507466
2021-03-05,12555.066884063495,11693.593304795799,7759.352566739184,1,0.0,0.014223765675493993,0.014223765675493993
2021-03-06,12771.31740051138,11891.46292437253,7954.716823603412,1,0.0,0.017224162837585322,0.017224162837585322
2021-03-07,12998.442201082798,12090.182463768173,8150.848491490765,1,0.0,0.017783975877251557,0.017783975877251557
2021-03-08,13197.001998651192,12290.4364179671,8347.356487777619,1,0.0,0.01527566107512901,0.01527566107512901
2021-03-09,13417.072656609032,12493.315862713514,8544.14019829059,1,0.0,0.016675806973457385,0.016675806973457385
2021-03-10,13624.305377109986,12696.256052647215,8741.43177284379,1,0.0,0.015445449674812206,0.015445449674812206
2021-03-11,13811.402982017884,12895.954912817462,8939.030220975683,1,0.0,0.013732634415420497,0.013732634415420497
2021-03-12,14018.630894128051,13097.334912674418,9136.18696784221,1,0.0,0.015004117422391605,0.015004117422391605
2021-03-13,14249.39162545737,13302.162303617632,9334.049239855518,1,0.0,0.016461003436931687,0.016461003436931687
2021-03-14,14448.67510467517,13509.130712430637,9531.870170171307,1,0.0,0.013985402637244349,0.013985402637244349
2021-03-15,14679.96797779145,13721.62082180343,9730.886857223906,1,0.0,0.016007894941276524,0.016007894941276524
2021-03-16,14827.573075709655,13927.24638932326,9929.073399324681,1,0.0,0.01005486511561271,0.01005486511561271
2021-03-17,15044.01112579716,14131.803281794695,10127.54433339132,1,0.0,0.014596997700323078,0.014596997700323078
2021-03-18,15245.752067161924,14336.67828864577,10326.510483716225,1,0.0,0.013410049997824247,0.013410049997824247
2021-03-19,15439.771920152609,14538.948215000124,10525.206751893606,1,0.0,0.012726158220071504,0.012726158220071504
2021-03-20,15641.607135683316,14740.678390857458,10724.179979857567,1,0.0,0.013072422091110258,0.013072422091110258
2021-03-21,15801.8557573913,14939.7236683948,10922.474857755606,1,0.0,0.01024502279835482,0.01024502279835482
2021-03-22,15997.46231963455,15137.60681094545,11120.9225495434,1,0.0,0.012378708250880832,0.012378708250880832
2021-03-23,16204.604571064783,15333.128105506194,11318.772175085996,1,0.0,0.012948444402709924,0.012948444402709924
2021-03-24,16434.162451959615,15531.676840234635,11517.218357136384,1,0.0,0.014166213059264354,0.014166213059264354
2021-03-25,16623.797047594144,15726.059747214906,11715.880315471048,1,0.0,0.011539048381009387,0.011539048381009387
2021-03-26,16807.62717553628,15924.065157197567,11913.889858399709,1,0.0,0.011058251458185397,0.011058251458185397
2021-03-27,16997.592034664587,16119.42324808431,12112.187035970925,1,0.0,0.011302300862837011,0.011302300862837011
2021-03-28,17215.90007701863,16316.43804906998,12310.76682895122,1,0.0,0.012843468763624077,0.012843468763624077
2021-03-29,17422.47509921182,16514.708366975905,12510.261990424933,1,0.0,0.011999083479169892,0.011999083479169892
2021-03-30,17611.87989513648,16711.735642921216,12710.076522236697,1,0.0,0.010871290952984447,0.010871290952984447
2021-03-31,17822.145243798746,16913.764591561965,12910.017616527357,1,0.0,0.011938836167076694,0.011938836167076694
2021-04-01,18024.086794785708,17116.42703907708,13109.702155205761,1,0.0,0.01133093397144358,0.01133093397144358
2021-04-02,18243.459694596364,17320.312551430237,13309.7056045679,1,0.0,0.012171096505933399,0.012171096505933399
2021-04-03,18429.418632718814,17519.838169506158,13509.474492005447,1,0.0,0.01019318381685741,0.01019318381685741
2021-04-04,18622.865389786864,17719.74500372543,13709.232756062587,1,0.0,0.010496628294319299,0.010496628294319299
2021-04-05,18815.02322672422,17920.48460884422,13909.425585654624,1,0.0,0.010318381887823636,0.010318381887823636
2021-04-06,18985.75292776158,18119.300698153926,14109.320946950764,1,0.0,0.009074115879637024,0.009074115879637024
2021-04-07,19191.675333302872,18316.878223782347,14309.519011866116,1,0.0,0.010846154288681742,0.010846154288681742
2021-04-08,19396.89643874647,18514.32035773581,14509.398649999848,1,0.0,0.010693235576337834,0.010693235576337834
2021-04-09,19596.99870787932,18712.8322390101,14709.14288620041,1,0.0,0.010316200314042678,0.010316200314042678
2021-04-10,19792.306965211817,18909.848411151404,14909.49850360977,1,0.0,0.009966233107622235,0.009966233107622235
2021-04-11,19963.99955037081,19103.83968670991,15109.158339134552,1,0.0,0.008674713132772682,0.008674713132772682
2021-04-12,20155.5866439155,19295.052381641824,15308.803949442394,1,0.0,0.00959662882486545,0.00959662882486545
2021-04-13,20348.732353584965,19486.98375372844,15508.583242743747,1,0.0,0.009582738179827244,0.009582738179827244
2021-04-14,20532.68680820053,19677.965895569807,15707.796954621874,1,0.0,0.00904009406675188,0.00904009406675188
2021-04-15,20729.46109396721,19869.409682294106,15906.53375240634,1,0.0,0.009583465018717874,0.009583465018717874
2021-04-16,20937.5421111035,20064.5886006283,16105.05965848588,1,0.0,0.01003793664452024,0.01003793664452024
2021-04-17,21175.26582912771,20262.94765021078,16304.675725935196,1,0.0,0.011353945786126696,0.011353945786126696
2021-04-18,21378.75738538435,20461.133744874573,16504.485309459982,1,0.0,0.009609870208888927,0.009609870208888927
2021-04-19,21583.90839319881,20659.82471340652,16704.2654077685,1,0.0,0.009596021139877564,0.009596021139877564
2021-04-20,21782.41947488348,20858.835964373684,16903.62550965986,1,0.0,0.009197179587141946,0.009197179587141946
2021-04-21,21944.0440505775,21056.840414394355,17102.409772760246,1,0.0,0.007419955156055202,0.007419955156055202
2021-04-22,22143.51377306852,21255.63312730966,17301.25769390111,1,0.0,0.009089925358847895,0.009089925358847895
2021-04-23,22344.718377267334,21455.231729677893,17500.572241115555,1,0.0,0.009086390094219077,0.009086390094219077
2021-04-24,22593.98321951704,21661.361370809544,17701.350567824626,1,0.0,0.011155425548047937,0.011155425548047937
2021-04-25,22790.13600022142,21867.428861434968,17901.726939818825,1,0.0,0.008681637885565197,0.008681637885565197
2021-04-26,22996.166947068094,22073.291345031426,18101.68143473853,1,0.0,0.009040356180615605,0.009040356180615605
2021-04-27,23195.47271167399,22275.312033286056,18301.650848998986,1,0.0,0.00866691240608275,0.00866691240608275
2021-04-28,23372.0991509216,22474.646209839782,18500.751378885238,1,0.0,0.007614694532986022,0.007614694532986022
2021-04-29,23594.955607211898,22675.750931241088,18700.164383487274,1,0.0,0.009535149361263429,0.009535149361263429
2021-04-30,23809.994267865637,22878.508410539303,18900.136209204233,1,0.0,0.009113755678693103,0.009113755678693103
2021-05-01,24025.814906806496,23086.685496162205,19100.279889457797,1,0.0,0.009064287731985532,0.009064287731985532
2021-05-02,24207.6271577106,23293.09683462641,19299.444600102863,1,0.0,0.007567370830472875,0.007567370830472875
2021-05-03,24435.683043929323,23502.19330129261,19499.184758887946,1,0.0,0.009420827771881912,0.009420827771881912
2021-05-04,24607.64602267348,23703.559581608253,19697.73831978559,1,0.0,0.007037371471671605,0.007037371471671605
2021-05-05,24819.383164549483,23906.48429804106,19897.574521562387,1,0.0,0.008604526482578034,0.008604526482578034
2021-05-06,25063.19227706568,24113.186831040817,20097.958144587756,1,0.0,0.009823334887082869,0.009823334887082869
2021-05-07,25243.38155056307,24317.977714929726,20297.91073425578,1,0.0,0.007189398361767241,0.007189398361767241
2021-05-08,25432.05559597101,24523.97335943467,20497.756407772144,1,0.0,0.007474198535169396,0.007474198535169396
2021-05-09,25634.048623272767,24727.882661040756,20697.605237523934,1,0.0,0.007942457759244403,0.007942457759244403
2021-05-10,25823.979110190445,24929.281145273235,20898.047704579916,1,0.0,0.007409305089062013,0.007409305089062013
2021-05-11,25992.965841569123,25125.996238749496,21097.95777501861,1,0.0,0.006543791359868045,0.006543791359868045
2021-05-12,26194.337101065244,25324.66723308496,21297.75242561862,1,0.0,0.007747144389890215,0.007747144389890215
2021-05-13,26373.091026790724,25518.408031371102,21496.530997115242,1,0.0,0.0068241438993394965,0.0068241438993394965
2021-05-14,26582.562875403422,25715.899716644097,21695.706313671428,1,0.0,0.007942635484020855,0.007942635484020855
2021-05-15,26764.17439071875,25910.378839261022,21894.83725797508,1,0.0,0.006831979149887424,0.006831979149887424
2021-05-16,26995.173078819094,26103.576919436367,22094.788878858162,1,0.0,0.008630891606372648,0.008630891606372648
2021-05-17,27179.50801297237,26297.189565677294,22294.06103757724,1,0.0,0.006828440536945646,0.006828440536945646
2021-05-18,27373.066782648257,26491.290684345022,22493.07287124597,1,0.0,0.007121496444435493,0.007121496444435493
2021-05-19,27589.33712699565,26686.81953471731,22692.622015883153,1,0.0,0.007900844507656268,0.007900844507656268
2021-05-20,27764.71984066697,26880.89360776496,22891.473507820516,1,0.0,0.006356902047483848,0.006356902047483848
2021-05-21,27969.269039359056,27078.523927543953,23090.377152711982,1,0.0,0.007367234384713095,0.007367234384713095
2021-05-22,28195.411894444704,27278.631406881897,23289.416196708953,1,0.0,0.008085404547663044,0.008085404547663044
2021-05-23,28363.26222975348,27477.648527178175,23488.093068649643,1,0.0,0.005953108113375238,0.005953108113375238
2021-05-24,28566.95490692413,27676.087730330248,23686.974858992395,1,0.0,0.007181567321863813,0.007181567321863813
2021-05-25,28772.152562809093,27876.885547539285,23886.117445714088,1,0.0,0.007183042664278716,0.007183042664278716
2021-05-26,28987.78902024464,28076.14714168183,24086.158167563746,1,0.0,0.0074946237326114495,0.0074946237326114495
2021-05-27,29163.05000602708,28274.501340987306,24285.585661018235,1,0.0,0.006046028058919628,0.006046028058919628
2021-05-28,29336.640873765395,28470.858750099018,24484.38054971861,1,0.0,0.005952424993354244,0.005952424993354244
2021-05-29,29547.079705077733,28666.63300790723,24683.38216966258,1,0.0,0.007173242233759813,0.007173242233759813
2021-05-30,29753.0193985424,28865.462963694772,24882.596418329194,1,0.0,0.006969883166805024,0.006969883166805024
2021-05-31,29958.029255549314,29064.338985313796,25082.477012432762,1,0.0,0.006890388308520956,0.006890388308520956
2021-06-01,30164.95821973925,29261.29361784325,25282.664443949237,1,0.0,0.006907295617638143,0.006907295617638143
2021-06-02,30351.357725307684,29460.10316739867,25482.716951383693,1,0.0,0.0061793390930824366,0.0061793390930824366
2021-06-03,30556.002799250906,29659.007956631347,25683.1832712047,1,0.0,0.006742534412969015,0.006742534412969015
2021-06-04,30761.86424871688,29857.979125222126,25883.83133429969,1,0.0,0.0067371851880777545,0.0067371851880777545
2021-06-05,30947.57722035635,30053.9579452333,26084.03203648475,1,0.0,0.006037116936019826,0.006037116936019826
2021-06-06,31184.892710579246,30256.142215688516,26284.224574113778,1,0.0,0.007668305939852349,0.007668305939852349
2021-06-07,31394.369368997483,30461.91506521172,26484.536813786042,1,0.0,0.006717248007307441,0.006717248007307441
2021-06-08,31570.54329905343,30664.261424609296,26684.269511903134,1,0.0,0.005611640991582512,0.005611640991582512
2021-06-09,31783.674371226105,30867.326921877666,26884.294609829987,1,0.0,0.006750947240716787,0.006750947240716787
2021-06-10,31964.18073782156,31067.94207010489,27084.697343574866,1,0.0,0.005679216458335912,0.005679216458335912
2021-06-11,32179.922429896407,31269.438491120607,27285.42551671142,1,0.0,0.006749482924164996,0.006749482924164996
2021-06-12,32403.09434147656,31474.612152737496,27486.59303599561,1,0.0,0.006935128947757052,0.006935128947757052
2021-06-13,32586.680695109524,31677.679942323353,27686.446985507464,1,0.0,0.005665704382990633,0.005665704382990633
2021-06-14,32805.94821769441,31882.088339221104,27886.76322985692,1,0.0,0.006728746773456695,0.006728746773456695
2021-06-15,33014.20383623314,32088.751000808785,28087.123967640222,1,0.0,0.00634810544590203,0.00634810544590203
2021-06-16,33230.645039433024,32293.326233694163,28287.8274141954,1,0.0,0.00655600250951216,0.00655600250951216
2021-06-17,33468.580899086104,32500.747386703028,28489.757049158692,1,0.0,0.007160133646841205,0.007160133646841205
2021-06-18,33663.67313676605,32710.060370474286,28691.131399749775,1,0.0,0.005829115918245309,0.005829115918245309
2021-06-19,33848.598413478896,32916.552774699565,28891.903482662037,1,0.0,0.00549331844928358,0.00549331844928358
2021-06-20,34030.80812488639,33123.215513406045,29092.003347023638,1,0.0,0.005383079948590552,0.005383079948590552
2021-06-21,34214.49191918708,33326.67246233511,29292.14064225317,1,0.0,0.00539757368166538,0.00539757368166538
2021-06-22,34412.949884998794,33527.65801668734,29491.685979074555,1,0.0,0.0058004066312153935,0.0058004066312153935
2021-06-23,34619.772924495126,33730.967239625905,29691.92851711099,1,0.0,0.006010035181159834,0.006010035181159834
2021-06-24,34825.30674048173,33932.903091904634,29892.046988629638,1,0.0,0.005936890933249783,0.005936890933249783
2021-06-25,35041.85040546245,34135.66774882756,30091.62015119757,1,0.0,0.006217997348721305,0.006217997348721305
2021-06-26,35242.11044330001,34336.814289214264,30291.59472905231,1,0.0,0.005714881934612004,0.005714881934612004
2021-06-27,35471.181124843155,34537.07431178996,30492.377239629754,1,0.0,0.006499913843459826,0.006499913843459826
2021-06-28,35665.887988178394,34737.295796931205,30693.014026927864,1,0.0,0.005489156469020706,0.005489156469020706
2021-06-29,35920.29137151019,34944.46509273433,30894.940272154257,1,0.0,0.007132960867709759,0.007132960867709759
2021-06-30,36132.804718465486,35154.66475209224,31097.737049692183,1,0.0,0.005916247859945045,0.005916247859945045
2021-07-01,36315.66156733716,35364.78171690725,31300.163539017623,1,0.0,0.005060687934314467,0.005060687934314467
2021-07-02,36494.24371737594,35572.911100144964,31502.586592829324,1,0.0,0.004917496813534372,0.004917496813534372
2021-07-03,36703.893165680805,35781.32312426353,31705.013198634875,1,0.0,0.005744726481482054,0.005744726481482054
2021-07-04,36899.42390997429,35988.73484121279,31907.718189019986,1,0.0,0.005327248077223512,0.005327248077223512
2021-07-05,37113.70391985613,36195.92019265216,32110.08880584073,1,0.0,0.005807137000421347,0.005807137000421347
2021-07-06,37323.1686723476,36404.02601555692,32312.96201902823,1,0.0,0.005643865482781951,0.005643865482781951
2021-07-07,37521.71209409447,36609.079112482046,32515.93492525716,1,0.0,0.005319575716891567,0.005319575716891567
2021-07-08,37704.776219733096,36812.96793563752,32718.243707111906,1,0.0,0.004878885195311655,0.004878885195311655
2021-07-09,37874.47927523938,37008.38672601044,32920.43889580335,1,0.0,0.004500837096003352,0.004500837096003352
2021-07-10,38065.54897619804,37201.661151783694,33122.36449454014,1,0.0,0.005044813938434256,0.005044813938434256
2021-07-11,38282.676952084505,37398.36269025843,33324.10979569293,1,0.0,0.005704054761491273,0.005704054761491273
2021-07-12,38486.95882696711,37597.634201217545,33526.583727637204,1,0.0,0.005336143946732985,0.005336143946732985
2021-07-13,38662.04405139287,37793.449289788754,33728.485510526574,1,0.0,0.004549209128549947,0.004549209128549947
2021-07-14,38865.50766990989,37990.057665782304,33930.3526126686,1,0.0,0.005262619282274894,0.005262619282274894
2021-07-15,39073.21401750447,38186.00867554714,34132.06111261379,1,0.0,0.0053442334874063135,0.0053442334874063135
2021-07-16,39255.53686878045,38379.24549519042,34333.91084986886,1,0.0,0.004666185156775304,0.004666185156775304
2021-07-17,39458.61137089936,38572.93542287092,34536.35025981154,1,0.0,0.005173142907145101,0.005173142907145101
2021-07-18,39659.77554526828,38768.43535542444,34738.60417661535,1,0.0,0.005098105771590422,0.005098105771590422
2021-07-19,39836.91613931167,38964.67904183166,34940.28211143073,1,0.0,0.004466505208563065,0.004466505208563065
2021-07-20,40044.07188651864,39162.53133286373,35142.002964050116,1,0.0,0.00520009496926277,0.00520009496926277
2021-07-21,40255.287577046,39359.79239535987,35343.80955119625,1,0.0,0.005274580745083135,0.005274580745083135
2021-07-22,40476.94860190951,39558.79137285411,35546.32136872829,1,0.0,0.0055063828432293516,0.0055063828432293516
2021-07-23,40698.0246429502,39762.38943200985,35749.16180560228,1,0.0,0.005461776361033843,0.005461776361033843
2021-07-24,40870.47125559106,39962.885790577966,35951.33394573976,1,0.0,0.004237223161412729,0.004237223161412729
2021-07-25,41051.71475479276,40160.73586430679,36153.41669642849,1,0.0,0.004434583053086527,0.004434583053086527
2021-07-26,41262.015460136936,40361.38372344244,36354.95915141964,1,0.0,0.005122823896646755,0.005122823896646755
2021-07-27,41472.29117915518,40562.75170426803,36556.517587622795,1,0.0,0.0050961087739738176,0.0050961087739738176
2021-07-28,41682.592132881306,40765.03336302933,36758.75856429935,1,0.0,0.005070878597414508,0.005070878597414508
2021-07-29,41959.6467626944,40977.3064253676,36962.27801212872,1,0.0,0.006646770645401867,0.006646770645401867
2021-07-30,42171.06457290826,41190.005694006555,37166.41568883046,1,0.0,0.005038598427902663,0.005038598427902663
2021-07-31,42393.77588571188,41403.85452487315,37370.69275794677,1,0.0,0.005281140399445716,0.005281140399445716
2021-08-01,42612.85592098174,41617.445256780375,37574.88798953687,1,0.0,0.005167740563154055,0.005167740563154055
2021-08-02,42825.88374600786,41830.23116708614,37779.67205055483,1,0.0,0.004999144516883325,0.004999144516883325
2021-08-03,43019.57836111505,42045.14187763854,37983.94465342325,1,0.0,0.004522839884775198,0.004522839884775198
2021-08-04,43234.75774552491,42263.44617671175,38188.35573160908,1,0.0,0.005001894314342392,0.005001894314342392
2021-08-05,43419.30124123416,42479.17475482148,38392.1288556451,1,0.0,0.0042684059153390574,0.0042684059153390574
2021-08-06,43614.56486909936,42693.40212381589,38595.048535045375,1,0.0,0.004497161913784131,0.004497161913784131
2021-08-07,43804.85759814278,42905.62867034204,38797.872224272905,1,0.0,0.004363054626695062,0.004363054626695062
2021-08-08,44006.49508093051,43110.31350216565,39001.030157621935,1,0.0,0.004603084996589013,0.004603084996589013
2021-08-09,44252.78825226398,43318.48587010122,39205.469760169486,1,0.0,0.0055967459094508065,0.0055967459094508065
2021-08-10,44415.44294841214,43520.65257637125,39409.48878075399,1,0.0,0.003675580739024742,0.003675580739024742
2021-08-11,44629.16815221963,43722.28379949504,39613.81314609841,1,0.0,0.004811957049617233,0.004811957049617233
2021-08-12,44796.91383479584,43919.386808373834,39817.35596430442,1,0.0,0.003758655819083856,0.003758655819083856
2021-08-13,44987.475197480046,44116.17649201034,40020.599333444385,1,0.0,0.004253894886307563,0.004253894886307563
2021-08-14,45209.25420941939,44313.626138399784,40223.94740952353,1,0.0,0.004929794592068326,0.004929794592068326
2021-08-15,45410.5398098013,44512.7499952565,40427.31599685355,1,0.0,0.004452309685302636,0.004452309685302636
2021-08-16,45588.98491424272,44710.19199977083,40629.672072641544,1,0.0,0.003929596635248611,0.003929596635248611
2021-08-17,45774.67884005752,44907.17412396231,40831.84788967913,1,0.0,0.004073219137563644,0.004073219137563644
2021-08-18,45988.27079503621,45105.35169537288,41033.20747814965,1,0.0,0.00466615955351668,0.00466615955351668
2021-08-19,46173.66346240187,45297.43921638667,41234.02465302838,1,0.0,0.004031303290178645,0.004031303290178645
2021-08-20,46377.99263419351,45493.69418496481,41435.27127436551,1,0.0,0.004425231971425081,0.004425231971425081
2021-08-21,46578.90407099158,45688.667776842,41636.96448143782,1,0.0,0.004332042535405867,0.004332042535405867
2021-08-22,46765.87206403946,45885.56359976636,41838.20405940499,1,0.0,0.004014005841848967,0.004014005841848967
2021-08-23,47008.75094582597,46087.69117460095,42040.39060012202,1,0.0,0.005193506954257465,0.005193506954257465
2021-08-24,47221.42932627233,46288.908686286246,42242.54510825034,1,0.0,0.004524229556566173,0.004524229556566173
2021-08-25,47380.92647453918,46485.947352760035,42443.70026429417,1,0.0,0.003377643382304507,0.003377643382304507
2021-08-26,47584.655560834566,46685.514417419225,42644.95913362898,1,0.0,0.004299812212512633,0.004299812212512633
2021-08-27,47771.4198315392,46885.18851656739,42846.2920058651,1,0.0,0.003924884366681258,0.003924884366681258
2021-08-28,47988.468498235125,47085.20828688728,43048.57179032502,1,0.0,0.004543483686717309,0.004543483686717309
2021-08-29,48172.61808346647,47285.10374899374,43250.71317247038,1,0.0,0.003837371581010496,0.003837371581010496
2021-08-30,48370.323354637134,47484.3368210381,43452.46610052143,1,0.0,0.004104100608111283,0.004104100608111283
2021-08-31,48580.42310021674,47684.48872396062,43654.33538598643,1,0.0,0.004343567109097446,0.004343567109097446
2021-09-01,48797.73820410015,47887.67533796669,43857.04926904057,1,0.0,0.0044733061182917755,0.0044733061182917755
2021-09-02,48973.73227595903,48084.173470979986,44059.213761161554,1,0.0,0.003606603058583957,0.003606603058583957
2021-09-03,49167.042251242216,48278.73476347698,44261.09032583632,1,0.0,0.0039472175449875024,0.0039472175449875024
2021-09-04,49357.543345019,48476.39645052496,44463.13045536108,1,0.0,0.003874568919629784,0.003874568919629784
2021-09-05,49544.47676036752,48672.37857047826,44664.84776315044,1,0.0,0.0037873322430539424,0.0037873322430539424
2021-09-06,49779.78584517314,48873.21517184166,44867.24796914855,1,0.0,0.004749451405930527,0.004749451405930527
2021-09-07,49987.88547939236,49073.156869957376,45070.267355950156,1,0.0,0.004180404368682167,0.004180404368682167
2021-09-08,50162.66780030566,49272.16184164129,45272.6392742259,1,0.0,0.0034964935851378165,0.0034964935851378165
2021-09-09,50381.02503924676,49473.232010102256,45475.15402346991,1,0.0,0.004352982975514008,0.004352982975514008
2021-09-10,50623.46816318701,49677.53651639928,45678.084414695455,1,0.0,0.004812191172200109,0.004812191172200109
2021-09-11,50844.11746839804,49882.17444282907,45881.00627120442,1,0.0,0.004358636680121597,0.004358636680121597
2021-09-12,51013.73006907896,50086.17422214107,46083.87144747417,1,0.0,0.003335933616830822,0.003335933616830822
2021-09-13,51204.045387621634,50289.874535779,46286.91806013076,1,0.0,0.0037306685530533734,0.0037306685530533734
2021-09-14,51429.38361060536,50497.05856233764,46490.265423140125,1,0.0,0.004400789454776177,0.004400789454776177
2021-09-15,51615.230221292986,50704.13390843019,46693.12420398287,1,0.0,0.003613627028757671,0.003613627028757671
2021-09-16,51824.10660985591,50908.565984898465,46895.95449352237,1,0.0,0.004046797576362504,0.004046797576362504
2021-09-17,52039.599290924496,51113.73736605168,47097.55354408697,1,0.0,0.0041581552517802045,0.0041581552517802045
2021-09-18,52221.06068149293,51319.576654170414,47298.553466258665,1,0.0,0.0034869866993783027,0.0034869866993783027
2021-09-19,52419.870174371696,51523.46116768291,47499.07535203186,1,0.0,0.0038070749671546,0.0038070749671546
2021-09-20,52555.04482757032,51716.61883412123,47697.91913016363,1,0.0,0.002578691109859088,0.002578691109859088
2021-09-21,52734.55707474363,51905.66279475579,47896.092596738345,1,0.0,0.0034156996300218623,0.0034156996300218623
